country,cause_of_death,lyl,cause/risk
Malaysia,Ambient ozone pollution,0.029255566,Risk
Malaysia,Cardiovascular diseases,5.9089061,Cause
Malaysia,Child and maternal malnutrition,0.217031946,Risk
Malaysia,Childhood sexual abuse and bullying,5.16E-04,Cause
Malaysia,Chronic respiratory diseases,0.518998063,Cause
Malaysia,Diabetes and kidney diseases,0.855390127,Cause
Malaysia,Dietary risks,1.674239108,Risk
Malaysia,Digestive diseases,0.673678605,Cause
Malaysia,Drug use,0.142066795,Risk
Malaysia,Enteric infections,0.101744434,Cause
Malaysia,HIV/AIDS and sexually transmitted infections,0.141204259,Cause
Malaysia,High LDL cholesterol,1.23569119,Risk
Malaysia,High alcohol use,0.14787512,Cause
Malaysia,High body-mass index,0.844195548,Risk
Malaysia,High fasting plasma glucose,1.51630881,Risk
Malaysia,High systolic blood pressure,3.457262344,Risk
Malaysia,Intimate partner violence,0.004356244,Risk
Malaysia,Kidney dysfunction,1.216918684,Cause
Malaysia,Low bone mineral density,0.087670861,Risk
Malaysia,Low physical activity,0.156397871,Risk
Malaysia,Maternal and neonatal disorders,0.217520813,Cause
Malaysia,Mental disorders,0,Cause
Malaysia,Musculoskeletal disorders,0.026940949,Cause
Malaysia,Neglected tropical diseases and malaria,0.018968054,Cause
Malaysia,Neoplasms,2.184225557,Cause
Malaysia,Neurological disorders,0.426933205,Cause
Malaysia,Non-optimal temperature,0.062899322,Cause
Malaysia,Nutritional deficiencies,0.022356244,Cause
Malaysia,Occupational risks,0.1790939,Risk
Malaysia,Other environmental risks,0.220410455,Risk
Malaysia,Other infectious diseases,0.116766699,Cause
Malaysia,Other non-communicable diseases,0.369402711,Cause
Malaysia,PM2.5 relative to WHO guideline,1.11,Risk
Malaysia,Respiratory infections and tuberculosis,4.2393059,Cause
Malaysia,Self-harm and interpersonal violence,0.162359147,Cause
Malaysia,Skin and subcutaneous diseases,0.130009681,Cause
Malaysia,Substance use disorders,0.014383349,Cause
Malaysia,Tobacco,1.619562432,Risk
Malaysia,Transport injuries,0.635719262,Cause
Malaysia,Unintentional injuries,0.295418199,Cause
Malaysia,Unsafe sex,0.151869313,Risk
Malaysia,"Unsafe water, sanitation, and handwashing",0.062840271,Risk
Maldives,Ambient ozone pollution,0.099689116,Risk
Maldives,Cardiovascular diseases,5.089092732,Cause
Maldives,Child and maternal malnutrition,0.506454368,Risk
Maldives,Childhood sexual abuse and bullying,0,Cause
Maldives,Chronic respiratory diseases,0.942393361,Cause
Maldives,Diabetes and kidney diseases,1.053153245,Cause
Maldives,Dietary risks,1.393634946,Risk
Maldives,Digestive diseases,0.306157638,Cause
Maldives,Drug use,0.091444608,Risk
Maldives,Enteric infections,0.161679356,Cause
Maldives,HIV/AIDS and sexually transmitted infections,0.039,Cause
Maldives,High LDL cholesterol,0.769271841,Risk
Maldives,High alcohol use,0.076612006,Cause
Maldives,High body-mass index,0.541933625,Risk
Maldives,High fasting plasma glucose,1.286914104,Risk
Maldives,High systolic blood pressure,2.716114203,Risk
Maldives,Intimate partner violence,0.001952172,Risk
Maldives,Kidney dysfunction,1.169731577,Cause
Maldives,Low bone mineral density,0.042904344,Risk
Maldives,Low physical activity,0.251459736,Risk
Maldives,Maternal and neonatal disorders,0.525358712,Cause
Maldives,Mental disorders,0,Cause
Maldives,Musculoskeletal disorders,0.015713031,Cause
Maldives,Neglected tropical diseases and malaria,0.018583699,Cause
Maldives,Neoplasms,1.123052221,Cause
Maldives,Neurological disorders,0.514728159,Cause
Maldives,Non-optimal temperature,0.039167399,Cause
Maldives,Nutritional deficiencies,0.047201074,Cause
Maldives,Occupational risks,0.206415326,Risk
Maldives,Other environmental risks,0.255028307,Risk
Maldives,Other infectious diseases,0.042952172,Cause
Maldives,Other non-communicable diseases,0.454488043,Cause
Maldives,PM2.5 relative to WHO guideline,0.28,Risk
Maldives,Respiratory infections and tuberculosis,2.054460229,Cause
Maldives,Self-harm and interpersonal violence,0.084482675,Cause
Maldives,Skin and subcutaneous diseases,0.047047828,Cause
Maldives,Substance use disorders,0.009655442,Cause
Maldives,Tobacco,1.497475851,Risk
Maldives,Transport injuries,0.083195706,Cause
Maldives,Unintentional injuries,0.320975111,Cause
Maldives,Unsafe sex,0.057091264,Risk
Maldives,"Unsafe water, sanitation, and handwashing",0.088368472,Risk
Mali,Ambient ozone pollution,0.041573045,Risk
Mali,Cardiovascular diseases,3.0706911,Cause
Mali,Child and maternal malnutrition,3.744419575,Risk
Mali,Childhood sexual abuse and bullying,0.002016232,Cause
Mali,Chronic respiratory diseases,0.79074668,Cause
Mali,Diabetes and kidney diseases,0.891350713,Cause
Mali,Dietary risks,1.031526317,Risk
Mali,Digestive diseases,0.940520905,Cause
Mali,Drug use,0.038654206,Risk
Mali,Enteric infections,1.199022626,Cause
Mali,HIV/AIDS and sexually transmitted infections,0.680696508,Cause
Mali,High LDL cholesterol,0.297664043,Risk
Mali,High alcohol use,0.244434825,Cause
Mali,High body-mass index,0.558774718,Risk
Mali,High fasting plasma glucose,0.980733891,Risk
Mali,High systolic blood pressure,1.671057552,Risk
Mali,Intimate partner violence,0.052631579,Risk
Mali,Kidney dysfunction,0.653935071,Cause
Mali,Low bone mineral density,0.092129857,Risk
Mali,Low physical activity,0.074724053,Risk
Mali,Maternal and neonatal disorders,2.7551151,Cause
Mali,Mental disorders,0,Cause
Mali,Musculoskeletal disorders,0.013297098,Cause
Mali,Neglected tropical diseases and malaria,2.112563207,Cause
Mali,Neoplasms,1.443271028,Cause
Mali,Neurological disorders,0.291605509,Cause
Mali,Non-optimal temperature,0.511637973,Cause
Mali,Nutritional deficiencies,0.535693064,Cause
Mali,Occupational risks,0.246520905,Risk
Mali,Other environmental risks,0.338842597,Risk
Mali,Other infectious diseases,0.86674668,Cause
Mali,Other non-communicable diseases,0.755529267,Cause
Mali,PM2.5 relative to WHO guideline,0.13,Risk
Mali,Respiratory infections and tuberculosis,8.153845537,Cause
Mali,Self-harm and interpersonal violence,0.422165272,Cause
Mali,Skin and subcutaneous diseases,0.003016232,Cause
Mali,Substance use disorders,0.022259715,Cause
Mali,Tobacco,0.578004426,Risk
Mali,Transport injuries,0.423915396,Cause
Mali,Unintentional injuries,0.689727004,Cause
Mali,Unsafe sex,0.637359076,Risk
Mali,"Unsafe water, sanitation, and handwashing",1.014503197,Risk
Malta,Ambient ozone pollution,0.039591876,Risk
Malta,Cardiovascular diseases,4.361363649,Cause
Malta,Child and maternal malnutrition,0.171427466,Risk
Malta,Childhood sexual abuse and bullying,5.16E-04,Cause
Malta,Chronic respiratory diseases,0.410978721,Cause
Malta,Diabetes and kidney diseases,0.750758223,Cause
Malta,Dietary risks,1.480063832,Risk
Malta,Digestive diseases,0.357145068,Cause
Malta,Drug use,0.09380851,Risk
Malta,Enteric infections,0.009901354,Cause
Malta,HIV/AIDS and sexually transmitted infections,0.009615087,Cause
Malta,High LDL cholesterol,0.820901354,Risk
Malta,High alcohol use,0.231912957,Cause
Malta,High body-mass index,0.906348167,Risk
Malta,High fasting plasma glucose,1.274321086,Risk
Malta,High systolic blood pressure,1.985628632,Risk
Malta,Intimate partner violence,0.003868472,Risk
Malta,Kidney dysfunction,0.780462285,Cause
Malta,Low bone mineral density,0.083891683,Risk
Malta,Low physical activity,0.191435205,Risk
Malta,Maternal and neonatal disorders,0.185779497,Cause
Malta,Mental disorders,0,Cause
Malta,Musculoskeletal disorders,0.026572534,Cause
Malta,Neglected tropical diseases and malaria,0.004032882,Cause
Malta,Neoplasms,3.251597677,Cause
Malta,Neurological disorders,1.025684725,Cause
Malta,Non-optimal temperature,0.271793037,Cause
Malta,Nutritional deficiencies,0.002967118,Cause
Malta,Occupational risks,0.234951641,Risk
Malta,Other environmental risks,0.323390715,Risk
Malta,Other infectious diseases,0.018065764,Cause
Malta,Other non-communicable diseases,0.359769826,Cause
Malta,PM2.5 relative to WHO guideline,0.17,Risk
Malta,Respiratory infections and tuberculosis,1.160063832,Cause
Malta,Self-harm and interpersonal violence,0.138531913,Cause
Malta,Skin and subcutaneous diseases,0.120069633,Cause
Malta,Substance use disorders,0.060348162,Cause
Malta,Tobacco,1.036727263,Risk
Malta,Transport injuries,0.074897485,Cause
Malta,Unintentional injuries,0.290282398,Cause
Malta,Unsafe sex,0.034694391,Risk
Malta,"Unsafe water, sanitation, and handwashing",0.007450677,Risk
Mauritania,Ambient ozone pollution,0.01654058,Risk
Mauritania,Cardiovascular diseases,6.081254799,Cause
Mauritania,Child and maternal malnutrition,1.395936547,Risk
Mauritania,Childhood sexual abuse and bullying,0.002016232,Cause
Mauritania,Chronic respiratory diseases,0.387438268,Cause
Mauritania,Diabetes and kidney diseases,1.113032464,Cause
Mauritania,Dietary risks,2.080152977,Risk
Mauritania,Digestive diseases,0.791910477,Cause
Mauritania,Drug use,0.015621741,Risk
Mauritania,Enteric infections,0.506837678,Cause
Mauritania,HIV/AIDS and sexually transmitted infections,0.072129857,Cause
Mauritania,High LDL cholesterol,0.613642892,Risk
Mauritania,High alcohol use,0.129725528,Cause
Mauritania,High body-mass index,1.352039352,Risk
Mauritania,High fasting plasma glucose,1.118982293,Risk
Mauritania,High systolic blood pressure,3.278281852,Risk
Mauritania,Intimate partner violence,0.010821446,Risk
Mauritania,Kidney dysfunction,1.002496803,Cause
Mauritania,Low bone mineral density,0.116194786,Risk
Mauritania,Low physical activity,0.170529267,Risk
Mauritania,Maternal and neonatal disorders,1.412915889,Cause
Mauritania,Mental disorders,0,Cause
Mauritania,Musculoskeletal disorders,0.012805214,Cause
Mauritania,Neglected tropical diseases and malaria,0.288422036,Cause
Mauritania,Neoplasms,1.672066404,Cause
Mauritania,Neurological disorders,0.352362027,Cause
Mauritania,Non-optimal temperature,0.945865224,Cause
Mauritania,Nutritional deficiencies,0.057426955,Cause
Mauritania,Occupational risks,0.089811608,Risk
Mauritania,Other environmental risks,0.289475652,Risk
Mauritania,Other infectious diseases,0.338016232,Cause
Mauritania,Other non-communicable diseases,0.396621741,Cause
Mauritania,PM2.5 relative to WHO guideline,0,Risk
Mauritania,Respiratory infections and tuberculosis,3.786751595,Cause
Mauritania,Self-harm and interpersonal violence,0.230244958,Cause
Mauritania,Skin and subcutaneous diseases,0.003032464,Cause
Mauritania,Substance use disorders,0.020767831,Cause
Mauritania,Tobacco,0.612960648,Risk
Mauritania,Transport injuries,0.746014264,Cause
Mauritania,Unintentional injuries,0.453439744,Cause
Mauritania,Unsafe sex,0.163402854,Risk
Mauritania,"Unsafe water, sanitation, and handwashing",0.627064929,Risk
Mauritius,Ambient ozone pollution,0,Risk
Mauritius,Cardiovascular diseases,4.846385752,Cause
Mauritius,Child and maternal malnutrition,0.49917199,Risk
Mauritius,Childhood sexual abuse and bullying,0.005594595,Cause
Mauritius,Chronic respiratory diseases,0.56302457,Cause
Mauritius,Diabetes and kidney diseases,3.936852583,Cause
Mauritius,Dietary risks,2.334068796,Risk
Mauritius,Digestive diseases,0.42577641,Cause
Mauritius,Drug use,0.15440049,Risk
Mauritius,Enteric infections,0.084965602,Cause
Mauritius,HIV/AIDS and sexually transmitted infections,0.157479114,Cause
Mauritius,High LDL cholesterol,0.810909089,Risk
Mauritius,High alcohol use,0.312660929,Cause
Mauritius,High body-mass index,2.123918924,Risk
Mauritius,High fasting plasma glucose,3.906105655,Risk
Mauritius,High systolic blood pressure,3.097196566,Risk
Mauritius,Intimate partner violence,0.004914005,Risk
Mauritius,Kidney dysfunction,2.14879607,Cause
Mauritius,Low bone mineral density,0.043240786,Risk
Mauritius,Low physical activity,0.217270271,Risk
Mauritius,Maternal and neonatal disorders,0.483353808,Cause
Mauritius,Mental disorders,0,Cause
Mauritius,Musculoskeletal disorders,0.046889435,Cause
Mauritius,Neglected tropical diseases and malaria,0.006982801,Cause
Mauritius,Neoplasms,1.898152336,Cause
Mauritius,Neurological disorders,0.536014744,Cause
Mauritius,Non-optimal temperature,0.109810811,Cause
Mauritius,Nutritional deficiencies,0.026948403,Cause
Mauritius,Occupational risks,0.071213759,Risk
Mauritius,Other environmental risks,0.190326781,Risk
Mauritius,Other infectious diseases,0.062732187,Cause
Mauritius,Other non-communicable diseases,0.40451597,Cause
Mauritius,PM2.5 relative to WHO guideline,0.02,Risk
Mauritius,Respiratory infections and tuberculosis,1.694363634,Cause
Mauritius,Self-harm and interpersonal violence,0.265545452,Cause
Mauritius,Skin and subcutaneous diseases,0.056879607,Cause
Mauritius,Substance use disorders,0.107582308,Cause
Mauritius,Tobacco,1.377122838,Risk
Mauritius,Transport injuries,0.363481569,Cause
Mauritius,Unintentional injuries,0.284737099,Cause
Mauritius,Unsafe sex,0.189724816,Risk
Mauritius,"Unsafe water, sanitation, and handwashing",0.0274914,Risk
Mexico,Ambient ozone pollution,0.040471309,Risk
Mexico,Cardiovascular diseases,4.543891608,Cause
Mexico,Child and maternal malnutrition,0.527631192,Risk
Mexico,Childhood sexual abuse and bullying,0.004076508,Cause
Mexico,Chronic respiratory diseases,0.67448357,Cause
Mexico,Diabetes and kidney diseases,2.950307009,Cause
Mexico,Dietary risks,1.77149583,Risk
Mexico,Digestive diseases,1.292438946,Cause
Mexico,Drug use,0.147084847,Risk
Mexico,Enteric infections,0.094751348,Cause
Mexico,HIV/AIDS and sexually transmitted infections,0.116599805,Cause
Mexico,High LDL cholesterol,0.86737028,Risk
Mexico,High alcohol use,0.714641501,Cause
Mexico,High body-mass index,2.199619908,Risk
Mexico,High fasting plasma glucose,3.061834227,Risk
Mexico,High systolic blood pressure,2.374766058,Risk
Mexico,Intimate partner violence,0.017165277,Risk
Mexico,Kidney dysfunction,1.794684156,Cause
Mexico,Low bone mineral density,0.074133889,Risk
Mexico,Low physical activity,0.170323687,Risk
Mexico,Maternal and neonatal disorders,0.475631192,Cause
Mexico,Mental disorders,0,Cause
Mexico,Musculoskeletal disorders,0.064273172,Cause
Mexico,Neglected tropical diseases and malaria,0.007,Cause
Mexico,Neoplasms,2.048633641,Cause
Mexico,Neurological disorders,0.478240312,Cause
Mexico,Non-optimal temperature,0.394215791,Cause
Mexico,Nutritional deficiencies,0.131280039,Cause
Mexico,Occupational risks,0.1867283,Risk
Mexico,Other environmental risks,0.363732221,Risk
Mexico,Other infectious diseases,0.051547818,Cause
Mexico,Other non-communicable diseases,0.648954879,Cause
Mexico,PM2.5 relative to WHO guideline,1.1,Risk
Mexico,Respiratory infections and tuberculosis,6.686489477,Cause
Mexico,Self-harm and interpersonal violence,1.058141749,Cause
Mexico,Skin and subcutaneous diseases,0.064866111,Cause
Mexico,Substance use disorders,0.071128495,Cause
Mexico,Tobacco,0.686496327,Risk
Mexico,Transport injuries,0.401322711,Cause
Mexico,Unintentional injuries,0.353129968,Cause
Mexico,Unsafe sex,0.208534085,Risk
Mexico,"Unsafe water, sanitation, and handwashing",0.067885238,Risk
Micronesia,Ambient ozone pollution,0,Risk
Micronesia,Cardiovascular diseases,5.904637693,Cause
Micronesia,Child and maternal malnutrition,0.432468598,Risk
Micronesia,Childhood sexual abuse and bullying,0.001033816,Cause
Micronesia,Chronic respiratory diseases,0.624198069,Cause
Micronesia,Diabetes and kidney diseases,1.649067623,Cause
Micronesia,Dietary risks,2.224381647,Risk
Micronesia,Digestive diseases,0.473478265,Cause
Micronesia,Drug use,0.074666668,Risk
Micronesia,Enteric infections,0.13342512,Cause
Micronesia,HIV/AIDS and sexually transmitted infections,0.146028984,Cause
Micronesia,High LDL cholesterol,1.032971021,Risk
Micronesia,High alcohol use,0.190792274,Cause
Micronesia,High body-mass index,2.175241542,Risk
Micronesia,High fasting plasma glucose,2.278323663,Risk
Micronesia,High systolic blood pressure,2.023772951,Risk
Micronesia,Intimate partner violence,0.026086956,Risk
Micronesia,Kidney dysfunction,1.05006763,Cause
Micronesia,Low bone mineral density,0.038483092,Risk
Micronesia,Low physical activity,0.37711594,Risk
Micronesia,Maternal and neonatal disorders,0.431666665,Cause
Micronesia,Mental disorders,0,Cause
Micronesia,Musculoskeletal disorders,0.00921256,Cause
Micronesia,Neglected tropical diseases and malaria,0.003483092,Cause
Micronesia,Neoplasms,1.368927533,Cause
Micronesia,Neurological disorders,0.155806763,Cause
Micronesia,Non-optimal temperature,0.086676329,Cause
Micronesia,Nutritional deficiencies,0.02421256,Cause
Micronesia,Occupational risks,0.150975848,Risk
Micronesia,Other environmental risks,0.12083575,Risk
Micronesia,Other infectious diseases,0.124270532,Cause
Micronesia,Other non-communicable diseases,0.297415459,Cause
Micronesia,PM2.5 relative to WHO guideline,0,Risk
Micronesia,Respiratory infections and tuberculosis,0.712183576,Cause
Micronesia,Self-harm and interpersonal violence,0.560613533,Cause
Micronesia,Skin and subcutaneous diseases,0.037652174,Cause
Micronesia,Substance use disorders,0.020125604,Cause
Micronesia,Tobacco,2.085985524,Risk
Micronesia,Transport injuries,0.348338167,Cause
Micronesia,Unintentional injuries,0.401260875,Cause
Micronesia,Unsafe sex,0.168826083,Risk
Micronesia,"Unsafe water, sanitation, and handwashing",0.150043478,Risk
Mongolia,Ambient ozone pollution,0.011511241,Risk
Mongolia,Cardiovascular diseases,5.368690126,Cause
Mongolia,Child and maternal malnutrition,0.413989247,Risk
Mongolia,Childhood sexual abuse and bullying,0.008601173,Cause
Mongolia,Chronic respiratory diseases,0.220112414,Cause
Mongolia,Diabetes and kidney diseases,0.284595308,Cause
Mongolia,Dietary risks,1.825253177,Risk
Mongolia,Digestive diseases,0.709971652,Cause
Mongolia,Drug use,0.283208211,Risk
Mongolia,Enteric infections,0.01926393,Cause
Mongolia,HIV/AIDS and sexually transmitted infections,0.044022483,Cause
Mongolia,High LDL cholesterol,0.718107527,Risk
Mongolia,High alcohol use,1.118680353,Cause
Mongolia,High body-mass index,0.676763441,Risk
Mongolia,High fasting plasma glucose,0.412039101,Risk
Mongolia,High systolic blood pressure,2.465548387,Risk
Mongolia,Intimate partner violence,0.006353861,Risk
Mongolia,Kidney dysfunction,0.696931574,Cause
Mongolia,Low bone mineral density,0.037179863,Risk
Mongolia,Low physical activity,0.025241447,Risk
Mongolia,Maternal and neonatal disorders,0.445494624,Cause
Mongolia,Mental disorders,0,Cause
Mongolia,Musculoskeletal disorders,0.016775171,Cause
Mongolia,Neglected tropical diseases and malaria,0.001533724,Cause
Mongolia,Neoplasms,2.888819159,Cause
Mongolia,Neurological disorders,0.213780059,Cause
Mongolia,Non-optimal temperature,0.237532747,Cause
Mongolia,Nutritional deficiencies,0.002511241,Cause
Mongolia,Occupational risks,0.13628739,Risk
Mongolia,Other environmental risks,0.205247312,Risk
Mongolia,Other infectious diseases,0.077623656,Cause
Mongolia,Other non-communicable diseases,0.261151515,Cause
Mongolia,PM2.5 relative to WHO guideline,2.2,Risk
Mongolia,Respiratory infections and tuberculosis,1.777288368,Cause
Mongolia,Self-harm and interpersonal violence,0.424115348,Cause
Mongolia,Skin and subcutaneous diseases,0.020977517,Cause
Mongolia,Substance use disorders,0.336631476,Cause
Mongolia,Tobacco,1.426099708,Risk
Mongolia,Transport injuries,0.317906159,Cause
Mongolia,Unintentional injuries,0.505569893,Cause
Mongolia,Unsafe sex,0.091954057,Risk
Mongolia,"Unsafe water, sanitation, and handwashing",0.04084262,Risk
Montenegro,Ambient ozone pollution,0.008070429,Risk
Montenegro,Cardiovascular diseases,37.87699504,Cause
Montenegro,Child and maternal malnutrition,0.093845151,Risk
Montenegro,Childhood sexual abuse and bullying,0.001517607,Cause
Montenegro,Chronic respiratory diseases,0.085186686,Cause
Montenegro,Diabetes and kidney diseases,0.562461168,Cause
Montenegro,Dietary risks,2.54517993,Risk
Montenegro,Digestive diseases,0.312665701,Cause
Montenegro,Drug use,0.050669078,Risk
Montenegro,Enteric infections,0.002,Cause
Montenegro,HIV/AIDS and sexually transmitted infections,0.008552822,Cause
Montenegro,High LDL cholesterol,1.228616496,Risk
Montenegro,High alcohol use,0.552173654,Cause
Montenegro,High body-mass index,1.366848529,Risk
Montenegro,High fasting plasma glucose,1.570566333,Risk
Montenegro,High systolic blood pressure,6.120062737,Risk
Montenegro,Intimate partner violence,0.006271105,Risk
Montenegro,Kidney dysfunction,0.899204053,Cause
Montenegro,Low bone mineral density,0.042693681,Risk
Montenegro,Low physical activity,0.123475158,Risk
Montenegro,Maternal and neonatal disorders,0.117669078,Cause
Montenegro,Mental disorders,0,Cause
Montenegro,Musculoskeletal disorders,0.005964785,Cause
Montenegro,Neglected tropical diseases and malaria,0.002517607,Cause
Montenegro,Neoplasms,3.17531837,Cause
Montenegro,Neurological disorders,0.329418719,Cause
Montenegro,Non-optimal temperature,0.571112399,Cause
Montenegro,Nutritional deficiencies,0.002035215,Cause
Montenegro,Occupational risks,0.117676313,Risk
Montenegro,Other environmental risks,0.221904968,Risk
Montenegro,Other infectious diseases,0.007517607,Cause
Montenegro,Other non-communicable diseases,0.057623251,Cause
Montenegro,PM2.5 relative to WHO guideline,0.8,Risk
Montenegro,Respiratory infections and tuberculosis,5.43205304,Cause
Montenegro,Self-harm and interpersonal violence,0.346328023,Cause
Montenegro,Skin and subcutaneous diseases,5.18E-04,Cause
Montenegro,Substance use disorders,0.030045827,Cause
Montenegro,Tobacco,2.52928893,Risk
Montenegro,Transport injuries,0.178792569,Cause
Montenegro,Unintentional injuries,0.221697538,Cause
Montenegro,Unsafe sex,0.053204053,Risk
Montenegro,"Unsafe water, sanitation, and handwashing",0.002,Risk
Morocco,Ambient ozone pollution,0.038137763,Risk
Morocco,Cardiovascular diseases,11.92535121,Cause
Morocco,Child and maternal malnutrition,0.525767955,Risk
Morocco,Childhood sexual abuse and bullying,0,Cause
Morocco,Chronic respiratory diseases,0.451315096,Cause
Morocco,Diabetes and kidney diseases,0.929660474,Cause
Morocco,Dietary risks,2.257468,Risk
Morocco,Digestive diseases,0.35397704,Cause
Morocco,Drug use,0.072849537,Risk
Morocco,Enteric infections,0.087816316,Cause
Morocco,HIV/AIDS and sexually transmitted infections,0.099741085,Cause
Morocco,High LDL cholesterol,1.690919389,Risk
Morocco,High alcohol use,0.026924768,Cause
Morocco,High body-mass index,1.61390375,Risk
Morocco,High fasting plasma glucose,2.153659005,Risk
Morocco,High systolic blood pressure,5.634929625,Risk
Morocco,Intimate partner violence,0.004396678,Risk
Morocco,Kidney dysfunction,1.209405469,Cause
Morocco,Low bone mineral density,0.066223254,Risk
Morocco,Low physical activity,0.260428429,Risk
Morocco,Maternal and neonatal disorders,0.520452859,Cause
Morocco,Mental disorders,0,Cause
Morocco,Musculoskeletal disorders,0.019655593,Cause
Morocco,Neglected tropical diseases and malaria,0.00748852,Cause
Morocco,Neoplasms,0.977187593,Cause
Morocco,Neurological disorders,0.36347191,Cause
Morocco,Non-optimal temperature,0.582156813,Cause
Morocco,Nutritional deficiencies,0.010465559,Cause
Morocco,Occupational risks,0.193512949,Risk
Morocco,Other environmental risks,0.483338057,Risk
Morocco,Other infectious diseases,0.060603322,Cause
Morocco,Other non-communicable diseases,0.274534441,Cause
Morocco,PM2.5 relative to WHO guideline,0.31,Risk
Morocco,Respiratory infections and tuberculosis,2.236768453,Cause
Morocco,Self-harm and interpersonal violence,0.113947729,Cause
Morocco,Skin and subcutaneous diseases,0.014954079,Cause
Morocco,Substance use disorders,0.040436249,Cause
Morocco,Tobacco,1.035926736,Risk
Morocco,Transport injuries,0.545731323,Cause
Morocco,Unintentional injuries,0.358554961,Cause
Morocco,Unsafe sex,0.070553491,Risk
Morocco,"Unsafe water, sanitation, and handwashing",0.070885198,Risk
Mozambique,Ambient ozone pollution,0.008009901,Risk
Mozambique,Cardiovascular diseases,3.525128717,Cause
Mozambique,Child and maternal malnutrition,1.686366336,Risk
Mozambique,Childhood sexual abuse and bullying,0.00150495,Cause
Mozambique,Chronic respiratory diseases,0.291633663,Cause
Mozambique,Diabetes and kidney diseases,0.691128713,Cause
Mozambique,Dietary risks,1.19568317,Risk
Mozambique,Digestive diseases,0.541584157,Cause
Mozambique,Drug use,0.071712871,Risk
Mozambique,Enteric infections,0.610455446,Cause
Mozambique,HIV/AIDS and sexually transmitted infections,3.297356446,Cause
Mozambique,High LDL cholesterol,0.235683168,Risk
Mozambique,High alcohol use,0.336504949,Cause
Mozambique,High body-mass index,0.519801981,Risk
Mozambique,High fasting plasma glucose,0.715524752,Risk
Mozambique,High systolic blood pressure,2.139732677,Risk
Mozambique,Intimate partner violence,0.24257426,Risk
Mozambique,Kidney dysfunction,0.460891089,Cause
Mozambique,Low bone mineral density,0.075950495,Risk
Mozambique,Low physical activity,0.032891089,Risk
Mozambique,Maternal and neonatal disorders,1.60818812,Cause
Mozambique,Mental disorders,0,Cause
Mozambique,Musculoskeletal disorders,0.007455446,Cause
Mozambique,Neglected tropical diseases and malaria,1.86579208,Cause
Mozambique,Neoplasms,1.222574261,Cause
Mozambique,Neurological disorders,0.256811882,Cause
Mozambique,Non-optimal temperature,0.110445545,Cause
Mozambique,Nutritional deficiencies,0.161910891,Cause
Mozambique,Occupational risks,0.204396039,Risk
Mozambique,Other environmental risks,0.326851485,Risk
Mozambique,Other infectious diseases,0.274673267,Cause
Mozambique,Other non-communicable diseases,0.531069307,Cause
Mozambique,PM2.5 relative to WHO guideline,0.84,Risk
Mozambique,Respiratory infections and tuberculosis,8.759999991,Cause
Mozambique,Self-harm and interpersonal violence,0.408287127,Cause
Mozambique,Skin and subcutaneous diseases,0.009009901,Cause
Mozambique,Substance use disorders,0.039653465,Cause
Mozambique,Tobacco,0.532970294,Risk
Mozambique,Transport injuries,0.447940592,Cause
Mozambique,Unintentional injuries,0.45940594,Cause
Mozambique,Unsafe sex,3.151257438,Risk
Mozambique,"Unsafe water, sanitation, and handwashing",0.686930693,Risk
Myanmar,Ambient ozone pollution,0.079095837,Risk
Myanmar,Cardiovascular diseases,6.500827691,Cause
Myanmar,Child and maternal malnutrition,1.135545982,Risk
Myanmar,Childhood sexual abuse and bullying,0.018575024,Cause
Myanmar,Chronic respiratory diseases,1.668648596,Cause
Myanmar,Diabetes and kidney diseases,1.156355277,Cause
Myanmar,Dietary risks,1.698279768,Risk
Myanmar,Digestive diseases,0.827051304,Cause
Myanmar,Drug use,0.158418199,Risk
Myanmar,Enteric infections,0.27682091,Cause
Myanmar,HIV/AIDS and sexually transmitted infections,0.15378122,Cause
Myanmar,High LDL cholesterol,0.748449178,Risk
Myanmar,High alcohol use,0.655939008,Cause
Myanmar,High body-mass index,0.616797678,Risk
Myanmar,High fasting plasma glucose,1.623028076,Risk
Myanmar,High systolic blood pressure,3.212817039,Risk
Myanmar,Intimate partner violence,0.009680542,Risk
Myanmar,Kidney dysfunction,0.948390127,Cause
Myanmar,Low bone mineral density,0.073872217,Risk
Myanmar,Low physical activity,0.044909003,Risk
Myanmar,Maternal and neonatal disorders,1.000675702,Cause
Myanmar,Mental disorders,0,Cause
Myanmar,Musculoskeletal disorders,0.023456922,Cause
Myanmar,Neglected tropical diseases and malaria,0.049292352,Cause
Myanmar,Neoplasms,1.440588579,Cause
Myanmar,Neurological disorders,0.257188771,Cause
Myanmar,Non-optimal temperature,0.279324298,Cause
Myanmar,Nutritional deficiencies,0.04099516,Cause
Myanmar,Occupational risks,0.251801548,Risk
Myanmar,Other environmental risks,0.373506292,Risk
Myanmar,Other infectious diseases,0.250319458,Cause
Myanmar,Other non-communicable diseases,0.669675702,Cause
Myanmar,PM2.5 relative to WHO guideline,2.78,Risk
Myanmar,Respiratory infections and tuberculosis,2.826120036,Cause
Myanmar,Self-harm and interpersonal violence,0.319339786,Cause
Myanmar,Skin and subcutaneous diseases,0.027324298,Cause
Myanmar,Substance use disorders,0.209937075,Cause
Myanmar,Tobacco,1.843539201,Risk
Myanmar,Transport injuries,0.359595352,Cause
Myanmar,Unintentional injuries,0.602023232,Cause
Myanmar,Unsafe sex,0.166938045,Risk
Myanmar,"Unsafe water, sanitation, and handwashing",0.231725072,Risk
