country,cause_of_death,lyl
Kazakhstan,Neurological disorders,0.361604066
Kazakhstan,Non-optimal temperature,0.678211036
Kazakhstan,Nutritional deficiencies,0.013936108
Kazakhstan,Occupational risks,0.266243949
Kazakhstan,Other environmental risks,0.147245885
Kazakhstan,Other infectious diseases,0.075159729
Kazakhstan,Other non-communicable diseases,0.397228461
Kazakhstan,Respiratory infections and tuberculosis,0.579961277
Kazakhstan,Self-harm and interpersonal violence,0.79508809
Kazakhstan,Skin and subcutaneous diseases,0.003968054
Kazakhstan,Substance use disorders,0.290983542
Kazakhstan,Tobacco,2.739433675
Kazakhstan,Transport injuries,0.392951596
Kazakhstan,Unintentional injuries,0.64561568
Kazakhstan,Unsafe sex,0.106417232
Kazakhstan,"Unsafe water, sanitation, and handwashing",0.023579864
Kenya,Alcohol use,0.886141433
Kenya,Ambient ozone pollution,0.01401088
Kenya,PM2.5 relative to WHO guideline,1.2
Kenya,Cardiovascular diseases,3.022870435
Kenya,Child and maternal malnutrition,1.655354103
Kenya,Childhood sexual abuse and bullying,0.004538081
Kenya,Chronic respiratory diseases,0.454021761
Kenya,Diabetes and kidney diseases,0.648478733
Kenya,Dietary risks,0.92101484
Kenya,Digestive diseases,1.220273982
Kenya,Drug use,0.304027694
Kenya,Enteric infections,1.189338276
Kenya,HIV/AIDS and sexually transmitted infections,2.907235418
Kenya,High LDL cholesterol,0.287891197
Kenya,High body-mass index,0.907314541
Kenya,High fasting plasma glucose,0.849316516
Kenya,High systolic blood pressure,1.850561827
Kenya,Household air pollution from solid fuels,1.297401584
Kenya,Intimate partner violence,0.285361035
Kenya,Kidney dysfunction,0.406407517
Kenya,Low bone mineral density,0.066978239
Kenya,Low physical activity,0.02098912
Kenya,Maternal and neonatal disorders,1.115613256
Kenya,Mental disorders,0
Kenya,Musculoskeletal disorders,0.013472799
Kenya,Neglected tropical diseases and malaria,0.452902077
Kenya,Neoplasms,1.427758659
Kenya,Neurological disorders,0.257787341
Kenya,Non-optimal temperature,0.204945599
Kenya,Nutritional deficiencies,0.244363996
Kenya,Occupational risks,0.194277941
Kenya,Other environmental risks,0.082184965
Kenya,Other infectious diseases,0.549434225
Kenya,Other non-communicable diseases,0.301163204
Kenya,Respiratory infections and tuberculosis,2.277551923
Kenya,Self-harm and interpersonal violence,0.399393665
Kenya,Skin and subcutaneous diseases,0.026858556
Kenya,Substance use disorders,0.023163204
Kenya,Tobacco,0.684297716
Kenya,Transport injuries,0.250196832
Kenya,Unintentional injuries,0.413506427
Kenya,Unsafe sex,2.540886262
Kenya,"Unsafe water, sanitation, and handwashing",1.23062611
Kiribati,Alcohol use,0.270266412
Kiribati,Ambient ozone pollution,0.016656371
Kiribati,PM2.5 relative to WHO guideline,0
Kiribati,Cardiovascular diseases,5.338467192
Kiribati,Child and maternal malnutrition,1.152123551
Kiribati,Childhood sexual abuse and bullying,0.001
Kiribati,Chronic respiratory diseases,0.893548262
Kiribati,Diabetes and kidney diseases,2.291231658
Kiribati,Dietary risks,2.253733596
Kiribati,Digestive diseases,0.671795369
Kiribati,Drug use,0.11311197
Kiribati,Enteric infections,0.588146717
Kiribati,HIV/AIDS and sexually transmitted infections,0.128687259
Kiribati,High LDL cholesterol,1.115111973
Kiribati,High body-mass index,3.195057916
Kiribati,High fasting plasma glucose,4.015830118
Kiribati,High systolic blood pressure,2.331594601
Kiribati,Household air pollution from solid fuels,1.75591506
Kiribati,Intimate partner violence,0.005791506
Kiribati,Kidney dysfunction,0.940583011
Kiribati,Low bone mineral density,0.021208494
Kiribati,Low physical activity,0.224077219
Kiribati,Maternal and neonatal disorders,1.033996137
Kiribati,Mental disorders,0
Kiribati,Musculoskeletal disorders,0.007965251
Kiribati,Neglected tropical diseases and malaria,0.010552124
Kiribati,Neoplasms,1.723621617
Kiribati,Neurological disorders,0.211027027
Kiribati,Non-optimal temperature,0.081694981
Kiribati,Nutritional deficiencies,0.194467181
Kiribati,Occupational risks,0.127532819
Kiribati,Other environmental risks,0.076872587
Kiribati,Other infectious diseases,0.52996139
Kiribati,Other non-communicable diseases,0.391277992
Kiribati,Respiratory infections and tuberculosis,1.453351352
Kiribati,Self-harm and interpersonal violence,0.554992282
Kiribati,Skin and subcutaneous diseases,0.039208494
Kiribati,Substance use disorders,0.02438224
Kiribati,Tobacco,4.110274142
Kiribati,Transport injuries,0.341227802
Kiribati,Unintentional injuries,0.301501931
Kiribati,Unsafe sex,0.421231655
Kiribati,"Unsafe water, sanitation, and handwashing",0.538424709
Kuwait,Alcohol use,0.025846755
Kuwait,Ambient ozone pollution,0.033167399
Kuwait,PM2.5 relative to WHO guideline,1.2
Kuwait,Cardiovascular diseases,6.935433391
Kuwait,Child and maternal malnutrition,0.294621767
Kuwait,Childhood sexual abuse and bullying,5.12E-04
Kuwait,Chronic respiratory diseases,0.31610981
Kuwait,Diabetes and kidney diseases,1.031398729
Kuwait,Dietary risks,1.931407033
Kuwait,Digestive diseases,0.395095656
Kuwait,Drug use,0.039717423
Kuwait,Enteric infections,0.017023914
Kuwait,HIV/AIDS and sexually transmitted infections,0.002488043
Kuwait,High LDL cholesterol,1.666139585
Kuwait,High body-mass index,2.865421668
Kuwait,High fasting plasma glucose,2.655008786
Kuwait,High systolic blood pressure,3.764659835
Kuwait,Household air pollution from solid fuels,1.00E-03
Kuwait,Intimate partner violence,0.002928258
Kuwait,Kidney dysfunction,1.186201074
Kuwait,Low bone mineral density,0.080502196
Kuwait,Low physical activity,0.642966325
Kuwait,Maternal and neonatal disorders,0.279061982
Kuwait,Mental disorders,4.88E-04
Kuwait,Musculoskeletal disorders,0.013320644
Kuwait,Neglected tropical diseases and malaria,0
Kuwait,Neoplasms,2.040751098
Kuwait,Neurological disorders,0.97630844
Kuwait,Non-optimal temperature,0.705076135
Kuwait,Nutritional deficiencies,1.00E-03
Kuwait,Occupational risks,0.11885554
Kuwait,Other environmental risks,0.172884822
Kuwait,Other infectious diseases,0.024023914
Kuwait,Other non-communicable diseases,0.500282577
Kuwait,Respiratory infections and tuberculosis,1.069942411
Kuwait,Self-harm and interpersonal violence,0.107970718
Kuwait,Skin and subcutaneous diseases,0.011392386
Kuwait,Substance use disorders,0.02140654
Kuwait,Tobacco,1.859458773
Kuwait,Transport injuries,0.490949247
Kuwait,Unintentional injuries,0.229793559
Kuwait,Unsafe sex,0.028818448
Kuwait,"Unsafe water, sanitation, and handwashing",0.039
Kyrgyzstan,Alcohol use,1.15701946
Kyrgyzstan,Ambient ozone pollution,0.071166262
Kyrgyzstan,PM2.5 relative to WHO guideline,1
Kyrgyzstan,Cardiovascular diseases,18.99251039
Kyrgyzstan,Child and maternal malnutrition,0.674551776
Kyrgyzstan,Childhood sexual abuse and bullying,0.006110841
Kyrgyzstan,Chronic respiratory diseases,0.616302383
Kyrgyzstan,Diabetes and kidney diseases,0.330556636
Kyrgyzstan,Dietary risks,4.550888669
Kyrgyzstan,Digestive diseases,1.011398644
Kyrgyzstan,Drug use,0.237700537
Kyrgyzstan,Enteric infections,0.045569276
Kyrgyzstan,HIV/AIDS and sexually transmitted infections,0.072095771
Kyrgyzstan,High LDL cholesterol,2.256619346
Kyrgyzstan,High body-mass index,1.919163342
Kyrgyzstan,High fasting plasma glucose,1.136065141
Kyrgyzstan,High systolic blood pressure,4.074744767
Kyrgyzstan,Household air pollution from solid fuels,0.591448224
Kyrgyzstan,Intimate partner violence,0.008750608
Kyrgyzstan,Kidney dysfunction,0.82997229
Kyrgyzstan,Low bone mineral density,0.040277103
Kyrgyzstan,Low physical activity,0.222947009
Kyrgyzstan,Maternal and neonatal disorders,0.686234322
Kyrgyzstan,Mental disorders,0
Kyrgyzstan,Musculoskeletal disorders,0.03004278
Kyrgyzstan,Neglected tropical diseases and malaria,0.005513855
Kyrgyzstan,Neoplasms,1.759695187
Kyrgyzstan,Neurological disorders,0.432422944
Kyrgyzstan,Non-optimal temperature,0.820868739
Kyrgyzstan,Nutritional deficiencies,0.003513855
Kyrgyzstan,Occupational risks,0.15998007
Kyrgyzstan,Other environmental risks,0.211622266
Kyrgyzstan,Other infectious diseases,0.056624696
Kyrgyzstan,Other non-communicable diseases,0.34897229
Kyrgyzstan,Respiratory infections and tuberculosis,0.523869229
Kyrgyzstan,Self-harm and interpersonal violence,0.37100049
Kyrgyzstan,Skin and subcutaneous diseases,0.008
Kyrgyzstan,Substance use disorders,0.184589696
Kyrgyzstan,Tobacco,2.72903163
Kyrgyzstan,Transport injuries,0.42397278
Kyrgyzstan,Unintentional injuries,0.389363154
Kyrgyzstan,Unsafe sex,0.127382594
Kyrgyzstan,"Unsafe water, sanitation, and handwashing",0.052083131
Lao People's Democratic Republic,Alcohol use,0.775978562
Lao People's Democratic Republic,Ambient ozone pollution,0.032693619
Lao People's Democratic Republic,PM2.5 relative to WHO guideline,2.2
Lao People's Democratic Republic,Cardiovascular diseases,6.317117883
Lao People's Democratic Republic,Child and maternal malnutrition,1.759017047
Lao People's Democratic Republic,Childhood sexual abuse and bullying,0.00256454
Lao People's Democratic Republic,Chronic respiratory diseases,0.875975643
Lao People's Democratic Republic,Diabetes and kidney diseases,1.121582077
Lao People's Democratic Republic,Dietary risks,2.08437165
Lao People's Democratic Republic,Digestive diseases,0.813259618
Lao People's Democratic Republic,Drug use,0.049364832
Lao People's Democratic Republic,Enteric infections,0.45725134
Lao People's Democratic Republic,HIV/AIDS and sexually transmitted infections,0.140113492
Lao People's Democratic Republic,High LDL cholesterol,0.931003409
Lao People's Democratic Republic,High body-mass index,1.209308331
Lao People's Democratic Republic,High fasting plasma glucose,2.379045304
Lao People's Democratic Republic,High systolic blood pressure,3.090454457
Lao People's Democratic Republic,Household air pollution from solid fuels,2.295635168
Lao People's Democratic Republic,Intimate partner violence,0.015099854
Lao People's Democratic Republic,Kidney dysfunction,1.057115442
Lao People's Democratic Republic,Low bone mineral density,0.061948368
Lao People's Democratic Republic,Low physical activity,0.08856454
Lao People's Democratic Republic,Maternal and neonatal disorders,1.355944959
Lao People's Democratic Republic,Mental disorders,0
Lao People's Democratic Republic,Musculoskeletal disorders,0.013306381
Lao People's Democratic Republic,Neglected tropical diseases and malaria,0.027025816
Lao People's Democratic Republic,Neoplasms,1.72343741
Lao People's Democratic Republic,Neurological disorders,0.242270337
Lao People's Democratic Republic,Non-optimal temperature,0.171819289
Lao People's Democratic Republic,Nutritional deficiencies,0.068177302
Lao People's Democratic Republic,Occupational risks,0.305381879
Lao People's Democratic Republic,Other environmental risks,0.176006819
Lao People's Democratic Republic,Other infectious diseases,0.323538724
Lao People's Democratic Republic,Other non-communicable diseases,0.542667803
Lao People's Democratic Republic,Respiratory infections and tuberculosis,1.986304431
Lao People's Democratic Republic,Self-harm and interpersonal violence,0.329849974
Lao People's Democratic Republic,Skin and subcutaneous diseases,0.029383829
Lao People's Democratic Republic,Substance use disorders,0.027516317
Lao People's Democratic Republic,Tobacco,2.543312696
Lao People's Democratic Republic,Transport injuries,0.396720894
Lao People's Democratic Republic,Unintentional injuries,0.465082316
Lao People's Democratic Republic,Unsafe sex,0.18881588
Lao People's Democratic Republic,"Unsafe water, sanitation, and handwashing",0.49125134
Latvia,Alcohol use,1.406087581
Latvia,Ambient ozone pollution,0.004032414
Latvia,PM2.5 relative to WHO guideline,0.9
Latvia,Cardiovascular diseases,11.93470097
Latvia,Child and maternal malnutrition,0.093935172
Latvia,Childhood sexual abuse and bullying,0.018743106
Latvia,Chronic respiratory diseases,0.160777939
Latvia,Diabetes and kidney diseases,0.257765843
Latvia,Dietary risks,2.936980646
Latvia,Digestive diseases,0.542074505
Latvia,Drug use,0.20565796
Latvia,Enteric infections,0.003967586
Latvia,HIV/AIDS and sexually transmitted infections,0.150870343
Latvia,High LDL cholesterol,2.088936136
Latvia,High body-mass index,1.941345424
Latvia,High fasting plasma glucose,1.110165455
Latvia,High systolic blood pressure,4.543799697
Latvia,Household air pollution from solid fuels,0.040289308
Latvia,Intimate partner violence,0.015965167
Latvia,Kidney dysfunction,0.616538944
Latvia,Low bone mineral density,0.051645864
Latvia,Low physical activity,0.32262651
Latvia,Maternal and neonatal disorders,0.108837929
Latvia,Mental disorders,0
Latvia,Musculoskeletal disorders,0.020578616
Latvia,Neglected tropical diseases and malaria,0.001516207
Latvia,Neoplasms,2.970922111
Latvia,Neurological disorders,0.428524429
Latvia,Non-optimal temperature,0.380559263
Latvia,Nutritional deficiencies,0.004451379
Latvia,Occupational risks,0.122755202
Latvia,Other environmental risks,0.077391389
Latvia,Other infectious diseases,0.036581035
Latvia,Other non-communicable diseases,0.248289308
Latvia,Respiratory infections and tuberculosis,0.247558298
Latvia,Self-harm and interpersonal violence,0.534886313
Latvia,Skin and subcutaneous diseases,0.024805515
Latvia,Substance use disorders,0.310929369
Latvia,Tobacco,2.141259328
Latvia,Transport injuries,0.25476004
Latvia,Unintentional injuries,0.611562172
Latvia,Unsafe sex,0.137696177
Latvia,"Unsafe water, sanitation, and handwashing",0.005516207
Lebanon,Alcohol use,0.106142717
Lebanon,Ambient ozone pollution,0.026590356
Lebanon,PM2.5 relative to WHO guideline,1.2
Lebanon,Cardiovascular diseases,9.243415972
Lebanon,Child and maternal malnutrition,0.291103263
Lebanon,Childhood sexual abuse and bullying,5.13E-04
Lebanon,Chronic respiratory diseases,0.387774476
Lebanon,Diabetes and kidney diseases,0.713679981
Lebanon,Dietary risks,2.39549342
Lebanon,Digestive diseases,0.347280565
Lebanon,Drug use,0.105574768
Lebanon,Enteric infections,0.038409644
Lebanon,HIV/AIDS and sexually transmitted infections,0.040512908
Lebanon,High LDL cholesterol,2.438899655
Lebanon,High body-mass index,2.476203118
Lebanon,High fasting plasma glucose,2.785662444
Lebanon,High systolic blood pressure,4.155909883
Lebanon,Household air pollution from solid fuels,0.003487092
Lebanon,Intimate partner violence,0.011203118
Lebanon,Kidney dysfunction,1.418960547
Lebanon,Low bone mineral density,0.03656454
Lebanon,Low physical activity,0.613674622
Lebanon,Maternal and neonatal disorders,0.301870921
Lebanon,Mental disorders,0
Lebanon,Musculoskeletal disorders,0.018741841
Lebanon,Neglected tropical diseases and malaria,0.003
Lebanon,Neoplasms,3.076053582
Lebanon,Neurological disorders,0.511382369
Lebanon,Non-optimal temperature,0.581693619
Lebanon,Nutritional deficiencies,0.005974184
Lebanon,Occupational risks,0.176282024
Lebanon,Other environmental risks,0.223674622
Lebanon,Other infectious diseases,0.23743887
Lebanon,Other non-communicable diseases,0.345996591
Lebanon,Respiratory infections and tuberculosis,0.32187433
Lebanon,Self-harm and interpersonal violence,0.225097904
Lebanon,Skin and subcutaneous diseases,0.006
Lebanon,Substance use disorders,0.068468095
Lebanon,Tobacco,3.565253277
Lebanon,Transport injuries,0.235588405
Lebanon,Unintentional injuries,0.252474914
Lebanon,Unsafe sex,0.043609353
Lebanon,"Unsafe water, sanitation, and handwashing",0.032948368
Lesotho,Alcohol use,0.816619128
Lesotho,Ambient ozone pollution,0.01498668
Lesotho,PM2.5 relative to WHO guideline,1.8
Lesotho,Cardiovascular diseases,1.918246682
Lesotho,Child and maternal malnutrition,2.146332015
Lesotho,Childhood sexual abuse and bullying,0.001
Lesotho,Chronic respiratory diseases,0.429653676
Lesotho,Diabetes and kidney diseases,0.754481997
Lesotho,Dietary risks,0.655961028
Lesotho,Digestive diseases,0.386292549
Lesotho,Drug use,0.193559941
Lesotho,Enteric infections,0.905626047
Lesotho,HIV/AIDS and sexually transmitted infections,8.19605333
Lesotho,High LDL cholesterol,0.158666996
Lesotho,High body-mass index,1.061672433
Lesotho,High fasting plasma glucose,1.072683282
Lesotho,High systolic blood pressure,1.146723736
Lesotho,Household air pollution from solid fuels,0.885921068
Lesotho,Intimate partner violence,0.881598443
Lesotho,Kidney dysfunction,0.331440059
Lesotho,Low bone mineral density,0.040133202
Lesotho,Low physical activity,0.042360138
Lesotho,Maternal and neonatal disorders,1.380213617
Lesotho,Mental disorders,0
Lesotho,Musculoskeletal disorders,0.013440059
Lesotho,Neglected tropical diseases and malaria,0.00501332
Lesotho,Neoplasms,1.008975337
Lesotho,Neurological disorders,0.095813518
Lesotho,Non-optimal temperature,0.427628024
Lesotho,Nutritional deficiencies,0.157613221
Lesotho,Occupational risks,0.131759249
Lesotho,Other environmental risks,0.088653182
Lesotho,Other infectious diseases,0.208666502
Lesotho,Other non-communicable diseases,0.269093241
Lesotho,Respiratory infections and tuberculosis,2.767018732
Lesotho,Self-harm and interpersonal violence,0.865379365
Lesotho,Skin and subcutaneous diseases,0.015426739
Lesotho,Substance use disorders,0.019613221
Lesotho,Tobacco,1.157365056
Lesotho,Transport injuries,0.567649722
Lesotho,Unintentional injuries,0.405144545
Lesotho,Unsafe sex,7.382988212
Lesotho,"Unsafe water, sanitation, and handwashing",1.145772569
Liberia,Alcohol use,0.710783232
Liberia,Ambient ozone pollution,0.010509564
Liberia,PM2.5 relative to WHO guideline,0.5
Liberia,Cardiovascular diseases,3.526483073
Liberia,Child and maternal malnutrition,2.086970085
Liberia,Childhood sexual abuse and bullying,0.003547818
Liberia,Chronic respiratory diseases,0.334368808
Liberia,Diabetes and kidney diseases,0.827316821
Liberia,Dietary risks,1.217228052
Liberia,Digestive diseases,0.926818541
Liberia,Drug use,0.038153016
Liberia,Enteric infections,1.442498776
Liberia,HIV/AIDS and sexually transmitted infections,1.143872977
Liberia,High LDL cholesterol,0.506081902
Liberia,High body-mass index,1.149517406
Liberia,High fasting plasma glucose,1.381736143
Liberia,High systolic blood pressure,2.165593914
Liberia,Household air pollution from solid fuels,1.701424716
Liberia,Intimate partner violence,0.086807257
Liberia,Kidney dysfunction,0.589043648
Liberia,Low bone mineral density,0.062605199
Liberia,Low physical activity,0.095598332
Liberia,Maternal and neonatal disorders,1.453696416
Liberia,Mental disorders,0
Liberia,Musculoskeletal disorders,0.011375674
Liberia,Neglected tropical diseases and malaria,2.704905837
Liberia,Neoplasms,1.356368808
Liberia,Neurological disorders,0.297846984
Liberia,Non-optimal temperature,0.029961746
Liberia,Nutritional deficiencies,0.176713094
Liberia,Occupational risks,0.142657186
Liberia,Other environmental risks,0.147739088
Liberia,Other infectious diseases,0.485452182
Liberia,Other non-communicable diseases,0.459102502
Liberia,Respiratory infections and tuberculosis,1.860256991
Liberia,Self-harm and interpersonal violence,0.211472782
Liberia,Skin and subcutaneous diseases,0.025
Liberia,Substance use disorders,0.022267779
Liberia,Tobacco,0.534520848
Liberia,Transport injuries,0.292218737
Liberia,Unintentional injuries,0.423893577
Liberia,Unsafe sex,0.975334475
Liberia,"Unsafe water, sanitation, and handwashing",1.502058854
Libya,Alcohol use,0.079302383
Libya,Ambient ozone pollution,0.039707827
Libya,PM2.5 relative to WHO guideline,0.2
Libya,Cardiovascular diseases,8.845703437
Libya,Child and maternal malnutrition,0.314541565
Libya,Childhood sexual abuse and bullying,5.14E-04
Libya,Chronic respiratory diseases,0.521718037
Libya,Diabetes and kidney diseases,1.049777828
Libya,Dietary risks,2.427596986
Libya,Digestive diseases,0.489193972
Libya,Drug use,0.092843948
Libya,Enteric infections,0.048458435
Libya,HIV/AIDS and sexually transmitted infections,0.039944579
Libya,High LDL cholesterol,1.876795818
Libya,High body-mass index,2.933628576
Libya,High fasting plasma glucose,3.007613996
Libya,High systolic blood pressure,4.794832268
Libya,Household air pollution from solid fuels,0.003486145
Libya,Intimate partner violence,0.007292173
Libya,Kidney dysfunction,1.53602965
Libya,Low bone mineral density,0.111095771
Libya,Low physical activity,0.588100631
Libya,Maternal and neonatal disorders,0.331806028
Libya,Mental disorders,0
Libya,Musculoskeletal disorders,0.021181332
Libya,Neglected tropical diseases and malaria,0.008
Libya,Neoplasms,2.418723387
Libya,Neurological disorders,0.716244042
Libya,Non-optimal temperature,0.476571706
Libya,Nutritional deficiencies,0.00897229
Libya,Occupational risks,0.112493925
Libya,Other environmental risks,0.191831308
Libya,Other infectious diseases,0.089569276
Libya,Other non-communicable diseases,0.400793388
Libya,Respiratory infections and tuberculosis,0.425833738
Libya,Self-harm and interpersonal violence,0.655373364
Libya,Skin and subcutaneous diseases,0.009486145
Libya,Substance use disorders,0.078594556
Libya,Tobacco,2.038879949
Libya,Transport injuries,0.965696167
Libya,Unintentional injuries,0.381617406
Libya,Unsafe sex,0.065448224
Libya,"Unsafe water, sanitation, and handwashing",0.041944579
Lithuania,Alcohol use,1.365920097
Lithuania,Ambient ozone pollution,0.004538012
Lithuania,PM2.5 relative to WHO guideline,0.7
Lithuania,Cardiovascular diseases,11.49371339
Lithuania,Child and maternal malnutrition,0.079487329
Lithuania,Childhood sexual abuse and bullying,0.015664717
Lithuania,Chronic respiratory diseases,0.209444446
Lithuania,Diabetes and kidney diseases,0.1655692
Lithuania,Dietary risks,3.091684206
Lithuania,Digestive diseases,0.801705656
Lithuania,Drug use,0.265978561
Lithuania,Enteric infections,0.006974659
Lithuania,HIV/AIDS and sexually transmitted infections,0.052543859
Lithuania,High LDL cholesterol,2.232920074
Lithuania,High body-mass index,1.840736839
Lithuania,High fasting plasma glucose,0.848783625
Lithuania,High systolic blood pressure,4.376900575
Lithuania,Household air pollution from solid fuels,0.016949318
Lithuania,Intimate partner violence,0.0082846
Lithuania,Kidney dysfunction,0.584676413
Lithuania,Low bone mineral density,0.060588694
Lithuania,Low physical activity,0.35636452
Lithuania,Maternal and neonatal disorders,0.081949318
Lithuania,Mental disorders,0
Lithuania,Musculoskeletal disorders,0.021233918
Lithuania,Neglected tropical diseases and malaria,0
Lithuania,Neoplasms,3.035391818
Lithuania,Neurological disorders,0.479230016
Lithuania,Non-optimal temperature,0.363775826
Lithuania,Nutritional deficiencies,0.002512671
Lithuania,Occupational risks,0.114413257
Lithuania,Other environmental risks,0.053456141
Lithuania,Other infectious diseases,0.032050682
Lithuania,Other non-communicable diseases,0.225309941
Lithuania,Respiratory infections and tuberculosis,0.298407409
Lithuania,Self-harm and interpersonal violence,0.720927884
Lithuania,Skin and subcutaneous diseases,0.017949318
Lithuania,Substance use disorders,0.360189089
Lithuania,Tobacco,2.043029266
Lithuania,Transport injuries,0.227173492
Lithuania,Unintentional injuries,0.663216381
Lithuania,Unsafe sex,0.089820661
Lithuania,"Unsafe water, sanitation, and handwashing",0.007512671
Luxembourg,Alcohol use,0.863951211
Luxembourg,Ambient ozone pollution,0.030560976
Luxembourg,PM2.5 relative to WHO guideline,0.4
Luxembourg,Cardiovascular diseases,4.681170741
Luxembourg,Child and maternal malnutrition,0.083146341
Luxembourg,Childhood sexual abuse and bullying,0.008560976
Luxembourg,Chronic respiratory diseases,0.58514634
Luxembourg,Diabetes and kidney diseases,0.482292684
Luxembourg,Dietary risks,1.496439022
Luxembourg,Digestive diseases,0.587512195
Luxembourg,Drug use,0.147658536
Luxembourg,Enteric infections,0.044219512
Luxembourg,HIV/AIDS and sexually transmitted infections,0.011609756
Luxembourg,High LDL cholesterol,0.871853657
Luxembourg,High body-mass index,0.959731709
Luxembourg,High fasting plasma glucose,1.582365854
Luxembourg,High systolic blood pressure,2.240268294
Luxembourg,Household air pollution from solid fuels,0.001
Luxembourg,Intimate partner violence,0.007317073
Luxembourg,Kidney dysfunction,0.601097562
Luxembourg,Low bone mineral density,0.129121952
Luxembourg,Low physical activity,0.206780489
Luxembourg,Maternal and neonatal disorders,0.081756097
Luxembourg,Mental disorders,9.76E-04
Luxembourg,Musculoskeletal disorders,0.025682927
Luxembourg,Neglected tropical diseases and malaria,0.002
Luxembourg,Neoplasms,4.207731698
Luxembourg,Neurological disorders,0.915000005
Luxembourg,Non-optimal temperature,0.431804879
Luxembourg,Nutritional deficiencies,0.018365854
Luxembourg,Occupational risks,0.308365848
Luxembourg,Other environmental risks,0.116682926
Luxembourg,Other infectious diseases,0.05195122
Luxembourg,Other non-communicable diseases,0.202731708
Luxembourg,Respiratory infections and tuberculosis,0.354414635
Luxembourg,Self-harm and interpersonal violence,0.306682924
Luxembourg,Skin and subcutaneous diseases,0.019439024
Luxembourg,Substance use disorders,0.161048779
Luxembourg,Tobacco,2.083097547
Luxembourg,Transport injuries,0.19721951
Luxembourg,Unintentional injuries,0.414853658
Luxembourg,Unsafe sex,0.039317074
Luxembourg,"Unsafe water, sanitation, and handwashing",0.00597561
Madagascar,Alcohol use,0.457520848
Madagascar,Ambient ozone pollution,0.011547818
Madagascar,PM2.5 relative to WHO guideline,0.5
Madagascar,Cardiovascular diseases,5.817327112
Madagascar,Child and maternal malnutrition,2.751109368
Madagascar,Childhood sexual abuse and bullying,0.002547818
Madagascar,Chronic respiratory diseases,0.705446788
Madagascar,Diabetes and kidney diseases,0.563229524
Madagascar,Dietary risks,1.730210397
Madagascar,Digestive diseases,0.808187349
Madagascar,Drug use,0.03485385
Madagascar,Enteric infections,1.685410007
Madagascar,HIV/AIDS and sexually transmitted infections,0.460948013
Madagascar,High LDL cholesterol,0.525771948
Madagascar,High body-mass index,1.001574787
Madagascar,High fasting plasma glucose,0.970008339
Madagascar,High systolic blood pressure,3.177637562
Madagascar,Household air pollution from solid fuels,2.458260912
Madagascar,Intimate partner violence,0.031387935
Madagascar,Kidney dysfunction,0.425815596
Madagascar,Low bone mineral density,0.051566945
Madagascar,Low physical activity,0.031
Madagascar,Maternal and neonatal disorders,1.212259439
Madagascar,Mental disorders,0
Madagascar,Musculoskeletal disorders,0.010980873
Madagascar,Neglected tropical diseases and malaria,0.580566945
Madagascar,Neoplasms,1.27705983
Madagascar,Neurological disorders,0.182693967
Madagascar,Non-optimal temperature,0.195394801
Madagascar,Nutritional deficiencies,0.487928886
Madagascar,Occupational risks,0.289142228
Madagascar,Other environmental risks,0.16717901
Madagascar,Other infectious diseases,0.707916625
Madagascar,Other non-communicable diseases,0.366650319
Madagascar,Respiratory infections and tuberculosis,2.864380092
Madagascar,Self-harm and interpersonal violence,0.218664052
Madagascar,Skin and subcutaneous diseases,0.017923492
Madagascar,Substance use disorders,0.022248652
Madagascar,Tobacco,0.799970582
Madagascar,Transport injuries,0.309479649
Madagascar,Unintentional injuries,0.377039727
Madagascar,Unsafe sex,0.417708677
Madagascar,"Unsafe water, sanitation, and handwashing",1.925123101
Malawi,Alcohol use,0.714086408
Malawi,Ambient ozone pollution,0.010510427
Malawi,PM2.5 relative to WHO guideline,1.1
Malawi,Cardiovascular diseases,3.290892738
Malawi,Child and maternal malnutrition,2.076295932
Malawi,Childhood sexual abuse and bullying,0.003020854
Malawi,Chronic respiratory diseases,0.388104271
Malawi,Diabetes and kidney diseases,0.716243298
Malawi,Dietary risks,1.017294935
Malawi,Digestive diseases,0.955710037
Malawi,Drug use,0.045586892
Malawi,Enteric infections,1.222809336
Malawi,HIV/AIDS and sexually transmitted infections,2.508070496
Malawi,High LDL cholesterol,0.422649454
Malawi,High body-mass index,0.804332669
Malawi,High fasting plasma glucose,1.160177759
Malawi,High systolic blood pressure,2.147345574
Malawi,Household air pollution from solid fuels,1.972979146
Malawi,Intimate partner violence,0.231380331
Malawi,Kidney dysfunction,0.430461767
Malawi,Low bone mineral density,0.063979146
Malawi,Low physical activity,0.033944389
Malawi,Maternal and neonatal disorders,1.442357497
Malawi,Mental disorders,0
Malawi,Musculoskeletal disorders,0.012986097
Malawi,Neglected tropical diseases and malaria,1.001378351
Malawi,Neoplasms,1.766689168
Malawi,Neurological disorders,0.269395231
Malawi,Non-optimal temperature,0.122399205
Malawi,Nutritional deficiencies,0.285937438
Malawi,Occupational risks,0.214590866
Malawi,Other environmental risks,0.13415293
Malawi,Other infectious diseases,0.548656406
Malawi,Other non-communicable diseases,0.45230586
Malawi,Respiratory infections and tuberculosis,2.783610738
Malawi,Self-harm and interpersonal violence,0.2243863
Malawi,Skin and subcutaneous diseases,0.018461767
Malawi,Substance use disorders,0.026111222
Malawi,Tobacco,0.901899718
Malawi,Transport injuries,0.311546181
Malawi,Unintentional injuries,0.431500499
